query,doc,anchor_text-bm25,anchor_text-lmir,anchor_text-tfidf,body-bm25,body-lmir,body-tfidf,text-bm25,text-lmir,text-tfidf,title-bm25,title-lmir,title-tfidf,url_text-bm25,url_text-lmir,url_text-tfidf,pagerank,inlinks,outlinks
the music man 1962,clueweb09-en0006-01-02138,13.76185,4.790065,6.305592,8.632758,4.809389,0.22949493,8.997608,6.0289903,0.35545006,6.5510454000000005,1.1439838,0.3588865,0.0,0.0,0.0,0.342885,0,1
the music man 1962,clueweb09-en0004-26-12456,25.486797,8.709837,23.908947,6.745906,3.1073766,0.11240247,9.167391,6.542092299999998,0.24687892,10.951592,1.4392983999999998,1.5251262,12.023121000000002,2.3129747000000003,1.3896555,0.161591,0,22
the music man 1962,clueweb09-en0003-10-01317,11.870113,5.1874666,10.54887,6.961751,3.230134,0.14470088,6.827725999999998,5.4959736,0.32047328,5.8977757,0.6929843000000001,0.24163099,5.9084263,0.6086402,0.31912363,3.825383,0,3
the music man 1962,clueweb09-en0008-86-34310,11.814174,4.5462947,7.636227000000001,7.34186,3.4325445,0.1759206,7.8626513,5.799971599999999,0.40877128,4.0480103,0.2864854,0.17438215,6.4586854,0.60958064,0.37231088,2.959514,0,1
the music man 1962,clueweb09-en0011-68-05016,16.577866,6.52644,36.53852,7.830733299999999,3.6873994,0.20671552,6.0353317,5.561958,0.35252768,5.8186225999999985,0.5119678,0.24661359,5.9084263,0.6086402,0.31912363,1.068076,0,0
the music man 1962,clueweb09-en0007-95-11941,11.786503,4.3360248,6.8655300000000015,4.2081556,2.5552258,0.09181889,4.424913,4.224157,0.18900292,4.7628325999999985,0.28804309999999994,0.20925857,5.1769457,0.6070825,0.26593637,12.113567999999999,0,8
the music man 1962,clueweb09-en0005-84-14814,11.849643,4.903087599999999,9.142236,5.1321898,2.1334069,0.105388395,5.989478,4.70113,0.28449735,4.0480103,0.2864854,0.17438215,6.8742023,0.61019146,0.4254982,1.147052,0,7
the music man 1962,clueweb09-en0009-27-36904,10.990291,2.4750674,2.608268,4.3506535999999985,3.2750301,0.12729844,4.3309274,3.3344178,0.11205119,3.575015,0.50295275,0.14796814,5.1769457,0.6070825,0.26593637,0.15,0,11
the music man 1962,clueweb09-en0011-02-04466,25.3908,8.39442,22.06696,8.522735,3.709428,0.26474833,9.692617,8.289433500000001,0.74100333,11.313878,1.432027,1.1362902,0.0,0.0,0.0,0.15,0,1
the music man 1962,clueweb09-en0009-04-02959,13.789898,4.8727818,6.574033999999998,8.828868,5.7656794,0.24963188,8.786353,5.856624,0.25998554,6.5510454000000005,1.1439838,0.3588865,6.846175,1.7058922,0.42889136,0.188256,0,25
the music man 1962,clueweb09-en0002-07-03532,11.82234,4.6178756,7.9174085,7.243772,4.0674834,0.19353613,7.248319,5.4568553,0.32126337,6.5221343,0.5135255,0.2959363,6.8742023,0.61019146,0.4254982,0.231434,0,7
the music man 1962,clueweb09-enwp01-50-04599,28.292957,10.842349,61.3601,8.991207000000003,6.342957,0.24651578,9.650099,9.426797,0.49828345,12.885492,1.4439715,1.8301513,12.023121000000002,2.3129747000000003,1.3896555,0.15,0,1
the music man 1962,clueweb09-en0002-42-21048,19.280693,5.6771607,16.152847,9.2425,6.016774,0.3270659,9.393279,7.1326350000000005,0.43991572,13.723488,1.4351295,1.5150535,12.023121000000002,2.3129747000000003,1.3896555,0.15193199999999998,0,13
the music man 1962,clueweb09-en0013-48-31522,29.79581,7.645239,25.703892,9.182013,6.4770775,0.29316127,9.509377,7.939164599999999,0.3963151,14.420979,1.4467928,2.1351767,12.023121000000002,2.3129747000000003,1.3896555,0.15,9,41
the music man 1962,clueweb09-en0024-15-31322,23.366552,5.550065,10.50396,9.573989,8.518606,0.43970037,9.611017,8.797688,0.46225935,7.5342197,1.423189,0.75752676,0.0,0.0,0.0,0.155088,33,27
the music man 1962,clueweb09-en0007-14-04691,30.78911,11.890874,73.804245,6.806698299999999,1.7058198,0.1913912,9.511865,8.470701,0.37614733,0.0,0.0,0.0,0.0,0.0,0.0,0.51057,0,2
the music man 1962,clueweb09-en0004-63-33396,11.677532,3.778587,5.1697497000000014,3.9867692,1.8183991,0.07346697,4.399586,3.7802866,0.16423407,5.293761,0.6905576999999999,0.21142711,9.791533,2.3072522,1.1117244,0.281587,0,0
the music man 1962,clueweb09-en0076-85-25628,0.0,0.0,0.0,8.743514999999999,6.506774,0.2265116,8.878333,6.613552,0.22694084,4.7628325999999985,0.28804309999999994,0.20925857,4.216063,0.6042213000000001,0.2127491,0.15,4,2
the music man 1962,clueweb09-en0011-45-19929,13.999123999999998,5.8831234000000014,10.921606,9.3943,7.030723599999999,0.4674542,9.4901,8.112430999999999,0.6993315,11.313878,1.432027,1.1362902,7.813510400000001,1.7074499,0.5146696,0.16637000000000002,0,36
the music man 1962,clueweb09-en0009-72-34184,14.002524,5.911618,11.078759,6.730840700000001,3.0164301,0.12742527,7.8111258,5.5508194,0.34460333,7.9462757,1.1455351,0.47851536,6.846175,1.7058922,0.42889136,0.262253,0,7
the music man 1962,clueweb09-en0009-72-34453,14.045276,6.3619795,13.883513,7.013579400000001,3.3229446000000005,0.15730713,7.4029818,5.692887000000002,0.41028345,7.9462757,1.1455351,0.47851536,6.846175,1.7058922,0.42889136,1.278781,0,10
the music man 1962,clueweb09-en0118-21-40596,0.0,0.0,0.0,3.9199288,1.6844157,0.071845785,3.9584386,1.640081,0.071582496,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,42
the music man 1962,clueweb09-en0007-93-19553,31.355766,17.553444,142.79199,7.8307137,2.7620387,0.19994245,9.66468,11.24073,0.5674720999999999,4.427484,1.3985794,0.7625630999999999,0.0,0.0,0.0,0.15,0,20
the music man 1962,clueweb09-en0009-60-00303,11.866693,5.13395,10.268762,7.746283,4.094773,0.17145875,8.039800999999999,6.3236675,0.34916973,4.7628325999999985,0.28804309999999994,0.20925857,6.4586854,0.60958064,0.37231088,0.15,0,8
the music man 1962,clueweb09-en0010-28-07443,28.29501,10.884839,61.69154399999999,8.123467,3.7669792,0.44924283,9.670106,10.000917,0.75787103,9.713909,1.9829569,0.9069709,0.0,0.0,0.0,0.192301,0,0
the music man 1962,clueweb09-en0006-05-39900,11.781908,4.305026,6.7585286999999985,5.2474704,2.3278813,0.10831021,5.9491825,4.215042,0.22738898,6.5221343,0.5135255,0.2959363,6.4586854,0.60958064,0.37231088,2.469993,0,3
the music man 1962,clueweb09-en0004-42-20678,0.0,0.0,0.0,6.3639426,3.7407367,0.19895816,6.5518975,3.8265462,0.20119739,5.383751,0.29687232,0.41860658,5.5754704,1.7030310000000002,0.34311306,0.15,0,6
the music man 1962,clueweb09-en0011-13-03086,11.7581215,4.1583432999999985,6.2738010000000015,7.776561,3.9637213,0.16963217,7.9790199999999984,5.3997316,0.24966654,5.7772126,0.28959438,0.27901143,5.1769457,0.6070825,0.26593637,0.33828,0,38
tv on computer monitor,clueweb09-en0005-12-35889,13.270052,4.7067413,8.725114,8.110831,2.7579348,0.15649097,8.153092,5.455541,0.35974473,4.807362,0.512371,0.2491788,5.840433999999999,0.9581704,0.37247217,1.4678209999999998,0,4
tv on computer monitor,clueweb09-en0069-72-08933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202102,13,0
tv on computer monitor,clueweb09-en0003-80-06842,13.253126000000002,4.609235,8.306061,8.997143,3.5463839,0.17025693,9.637278,6.4660296,0.37726924,11.436636,1.1838434,1.2185181,5.840433999999999,0.9581704,0.37247217,1.296991,0,1
tv on computer monitor,clueweb09-en0010-70-12065,43.05108,14.305546,63.14782,14.636424,6.432192,0.34250423,18.693638,13.945554,1.106009,12.812173,3.2948153,2.263475,17.88491,4.2707934000000005,3.5903783,0.156711,0,0
tv on computer monitor,clueweb09-en0008-53-19560,12.720125,3.5986736000000006,4.0865746,15.869307,10.563459,0.84012175,16.177073999999998,10.798607,0.9079714,7.0114527,0.67146593,0.41365933,6.665662299999998,0.9597281,0.4469666,0.15,0,1
tv on computer monitor,clueweb09-en0006-63-15840,19.261307,5.1468563,14.991823000000002,12.386863,7.8955245,0.42790782,13.012818,8.923421000000003,0.5538053000000001,9.720186,1.180728,1.0154318000000002,0.0,0.0,0.0,0.359752,0,2
tv on computer monitor,clueweb09-en0002-27-01528,0.0,0.0,0.0,4.381749,1.8055279,0.0319846,4.0968075,1.5500135,0.023931993,0.0,0.0,0.0,6.665662299999998,0.9597281,0.4469666,0.15,0,3
tv on computer monitor,clueweb09-en0017-59-10614,0.0,0.0,0.0,10.488,8.065545,0.469546,10.52259,8.011697999999999,0.46847117,0.0,0.0,0.0,0.0,0.0,0.0,0.19012,7,5
tv on computer monitor,clueweb09-en0061-59-08192,0.0,0.0,0.0,17.363948999999998,12.967628,0.72445536,17.625854,12.957817,0.7231424,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,1
tv on computer monitor,clueweb09-en0004-66-20244,11.683415,2.3165321,2.5187232,17.918779999999995,11.543263,0.90220505,17.978657000000005,11.582582,0.8159062,4.807362,0.512371,0.2491788,6.06982,0.7917689,0.3541188,0.178751,0,0
tv on computer monitor,clueweb09-en0001-17-26655,12.720125,3.5986736000000006,4.0865746,8.535725999999999,3.2815852,0.16869548,9.675968,5.0029797999999985,0.26193053,6.814991,1.2611548,1.1269499,0.0,0.0,0.0,0.18151199999999998,0,18
tv on computer monitor,clueweb09-en0003-24-20127,0.0,0.0,0.0,10.490069,7.4966908,0.3836437,10.550388,7.4429064,0.38275135,0.0,0.0,0.0,0.0,0.0,0.0,0.158687,0,15
tv on computer monitor,clueweb09-en0072-58-18520,0.0,0.0,0.0,16.823385000000002,11.687405,0.5471254,17.066558999999998,11.597077,0.5461813,0.0,0.0,0.0,0.0,0.0,0.0,0.226656,10,9
tv on computer monitor,clueweb09-en0083-03-21862,0.0,0.0,0.0,10.312816,6.971016400000001,0.29669875,10.405783,6.986891,0.2959913,0.0,0.0,0.0,0.0,0.0,0.0,0.199327,1,15
tv on computer monitor,clueweb09-en0011-50-08123,26.703814,11.1446,49.57236,10.832165,5.894326,0.36293465,12.321339,10.242759,0.7070298,3.766668,0.5095098,0.19934304,0.0,0.0,0.0,0.8589690000000001,0,6
tv on computer monitor,clueweb09-en0008-38-06950,0.0,0.0,0.0,6.312398,2.3219206000000003,0.11692174,6.611242,2.2798812,0.11664035,0.0,0.0,0.0,0.0,0.0,0.0,0.16080899999999998,0,48
rick warren church,clueweb09-en0008-25-07207,0.0,0.0,0.0,26.007484,17.536993,1.6617794,26.191986,17.559824,1.6791179,21.081196,5.9363527000000005,3.9540238,18.409294,7.7699804000000015,2.5896616000000003,0.152045,0,16
rick warren church,clueweb09-en0008-25-05648,0.0,0.0,0.0,26.19242,17.622303,1.6186406999999998,26.34856,17.596424,1.6175901,0.0,0.0,0.0,0.0,0.0,0.0,0.16283,0,23
rick warren church,clueweb09-en0016-26-24449,0.0,0.0,0.0,24.479057,15.633776,1.1321808999999998,24.821756,15.607637,1.1314548,0.0,0.0,0.0,0.0,0.0,0.0,0.157942,14,17
rick warren church,clueweb09-en0131-49-10917,0.0,0.0,0.0,23.97592,14.865864000000002,0.74765664,24.442629,14.840148,0.74716175,0.0,0.0,0.0,0.0,0.0,0.0,0.154997,2,10
rick warren church,clueweb09-en0000-82-30504,36.625084,13.587837,51.670696,24.161835,13.810013,1.0167946,24.802147,15.631362,1.4579514999999998,19.450731,5.9351306,3.459771,14.99238,7.764257400000001,2.0717294,0.15,0,20
rick warren church,clueweb09-en0000-15-17508,35.97842,13.239759,51.99087,19.124285,11.122065,0.5021118,21.558489,13.177018,0.82544136,7.3360615,2.9110432,0.61038744,14.99238,7.764257400000001,2.0717294,0.181265,0,21
rick warren church,clueweb09-en0011-58-09497,36.625084,13.587837,51.670696,21.066036,11.630692,0.57144237,25.57668,15.800211,1.3415521,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.17523699999999998,0,4
rick warren church,clueweb09-en0008-25-07208,51.37256,18.91657,108.17782,26.425768,18.133512,1.7402958,27.038486,19.839067,2.1672814,29.02608,7.1003814,7.732684,25.72304,9.856294,5.1739864,0.179133,0,15
rick warren church,clueweb09-en0008-25-00253,36.625084,13.587837,51.670696,23.888817,14.364324,0.9627931,24.900738,15.897982,1.3709695,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.155058,0,6
rick warren church,clueweb09-en0000-45-23285,36.554073,13.446767,49.878094,19.767387,11.069569,0.64087844,21.547935,13.402169,1.0536978,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.15,0,2
rick warren church,clueweb09-en0021-59-15744,9.3955765,2.1014194,1.8524542,26.135082,16.607960000000002,1.301919,26.328209,16.686777,1.3166114,5.8517623,1.679412,0.37157106,7.3137465,2.0863132,0.42983136,1.041767,56,56
rick warren church,clueweb09-en0000-45-23288,36.861305,14.139803,59.32421,15.759787,8.623161,0.30788445,19.719774,13.401518,0.8678379,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.15,0,3
rick warren church,clueweb09-en0008-25-06651,0.0,0.0,0.0,25.808416,17.365254999999998,1.6582118,26.003553,17.339226,1.6571468999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,17
rick warren church,clueweb09-en0008-25-06693,0.0,0.0,0.0,19.336195,12.610012,0.7056951,19.15942,12.185732000000002,0.5877209,0.0,0.0,0.0,0.0,0.0,0.0,0.188147,0,16
rick warren church,clueweb09-en0057-69-15172,17.101795000000006,6.113756,7.78965,22.698862,13.712481,0.9300134,23.235472,13.876695000000002,0.97152424,14.771292,5.930135,2.4712648,21.010448,7.773095599999999,3.107594,0.15,2,16
rick warren church,clueweb09-en0049-55-12318,36.602486,13.541911,51.08015,26.045664,15.866268,1.4735153,26.564407,17.517917999999998,2.129635,21.081196,5.9363527000000005,3.9540238,18.409294,7.7699804000000015,2.5896616000000003,0.18795599999999998,21,23
rick warren church,clueweb09-en0001-82-18715,37.061638,14.765172,69.38605,19.43135,12.581425,0.76279515,19.86311,14.265892,0.98744434,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.15,0,14
rick warren church,clueweb09-en0001-82-18762,0.0,0.0,0.0,24.093214,15.346473,1.1037667,24.462126,15.320213,1.1030642,0.0,0.0,0.0,0.0,0.0,0.0,0.152603,0,27
rick warren church,clueweb09-en0008-25-07206,36.742138,13.843235,55.08114200000001,26.127605,17.724894,1.699016,26.400822,18.401497,1.9911996,21.081196,5.9363527000000005,3.9540238,18.409294,7.7699804000000015,2.5896616000000003,0.182858,0,15
rick warren church,clueweb09-en0000-15-17440,36.98081,14.486857999999998,64.70569,21.347868,12.011999,0.5945548,23.674274,14.862832999999998,1.0814754,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.15,0,24
rick warren church,clueweb09-en0025-69-28036,6.8331466,1.5235826,1.309883,24.661728,15.622124,0.8772302,25.056808,15.6149845,0.87799513,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2,0
rick warren church,clueweb09-en0000-45-23291,36.96195,14.428072,63.76103000000001,17.321057999999994,9.931885,0.39789188,19.659767,13.430521,0.80149174,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.15,0,3
rick warren church,clueweb09-en0011-50-07662,0.0,0.0,0.0,18.0313,9.858039,0.47917607,19.186962,10.098985,0.50891846,7.8855352,5.912104599999998,1.4827589,0.0,0.0,0.0,0.199968,0,6
rick warren church,clueweb09-en0008-25-07203,36.90957,14.273075,61.33576600000001,21.18425,13.378182999999998,1.0406604,21.993668,14.932316,1.5250344,23.386612,5.9377900000000015,4.9425297,21.010448,7.773095599999999,3.107594,0.312614,0,25
rick warren church,clueweb09-en0009-06-25733,18.20836,6.7447940000000015,12.916851,18.660582,10.816123,0.44888526,20.36467,11.870296000000002,0.5924433000000001,4.8543615,2.9057553,0.42727122,14.99238,7.764257400000001,2.0717294,0.151137,0,9
rick warren church,clueweb09-en0034-37-28080,35.14325,11.689448,32.11755,26.776928,17.770073,1.8864698,26.97696,18.398321,2.149202,14.771292,5.930135,2.4712648,0.0,0.0,0.0,0.15,6,11
rick warren church,clueweb09-en0011-50-08069,37.357117,16.265728,100.96539,19.089514,10.747818,0.49787745,23.673042,15.455792,1.143831,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,8
rick warren church,clueweb09-en0037-67-14174,0.0,0.0,0.0,25.214138,15.057632,1.0688468,25.480976,15.031617,1.0681438,0.0,0.0,0.0,0.0,0.0,0.0,0.16183,36,15
rick warren church,clueweb09-en0011-05-29576,36.578842,13.4949045,50.482697,19.69456,11.021849,0.47108963,24.540335,14.843952,1.074921,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.185395,0,44
rick warren church,clueweb09-en0101-96-33231,0.0,0.0,0.0,25.159924,14.842293,1.1744589,25.494986,15.013453,1.2255555,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.15,0,28
rick warren church,clueweb09-en0009-06-27264,36.931488,14.336523,62.3172,20.341251,11.373167,0.53037727,23.173151,14.407637,1.0134786,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.213006,0,15
rick warren church,clueweb09-en0005-14-15899,36.94699,14.382763,63.040092,18.291435,10.934089,0.5191298,20.771935,12.908642,0.8206639000000001,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.360199,0,6
rick warren church,clueweb09-en0122-87-08075,0.0,0.0,0.0,21.993748,14.131387,1.3034806,22.303604,14.101703,1.3026546,0.0,0.0,0.0,0.0,0.0,0.0,0.16131500000000001,0,0
rick warren church,clueweb09-en0005-57-18185,36.931488,14.336523,62.3172,19.11959,10.13076,0.5420881,22.417286,14.541167000000002,1.4485499,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.182059,0,24
rick warren church,clueweb09-en0000-78-04350,36.4722,13.294985,48.018627,15.628799,8.704692999999999,0.37274373,22.092987,13.469294,1.1192669,19.450731,5.9351306,3.459771,0.0,0.0,0.0,0.25797800000000004,0,3
rick warren church,clueweb09-en0008-25-01558,36.77529000000001,13.9216,56.171963,22.325912,13.417627,0.7725249,23.101057,14.488874,0.9888353,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.334298,0,8
rick warren church,clueweb09-en0088-64-18959,0.0,0.0,0.0,23.49771,14.245546,0.7887108,23.978054,14.219538,0.7881918000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.15,49,28
rick warren church,clueweb09-en0000-15-17510,37.07789,14.924655,73.0226,19.625103,11.343236,0.64093095,21.160976,13.889391,1.1687648000000002,7.3360615,2.9110432,0.61038744,14.99238,7.764257400000001,2.0717294,0.20373,0,29
rick warren church,clueweb09-en0023-89-09043,18.302519,6.6369166,11.650503,19.727129,13.479810999999998,0.9580269,19.858253,13.896317000000002,1.0911673000000002,11.771811,3.022919,1.25049,10.431717,3.8251512,0.7670994000000001,0.160683,27,9
rick warren church,clueweb09-en0000-80-07426,37.064445,14.76993,69.45187,18.775425,10.72171,0.5214752,22.112637,14.202526999999998,1.1010216,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.15,0,11
rick warren church,clueweb09-en0003-14-31187,36.931488,14.336523,62.3172,21.23751,11.946567,0.5983615,23.23264,14.547657,1.0472422,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.178678,0,30
rick warren church,clueweb09-en0131-10-33464,0.0,0.0,0.0,26.443184,18.208458,2.0185,26.566631,18.230328,2.0390663,21.081196,5.9363527000000005,3.9540238,18.409294,7.7699804000000015,2.5896616000000003,0.15,2,15
rick warren church,clueweb09-en0105-16-12319,0.0,0.0,0.0,21.76851,13.481266,0.7007111999999999,22.379166,13.455217,0.70028853,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0,1
rick warren church,clueweb09-en0018-42-04312,17.803729999999995,6.1172137000000015,9.433136,24.843126,14.433134,1.0996414,25.424969,15.182258,1.3138378000000002,9.660073,2.9135413,0.85454243,18.409294,7.7699804000000015,2.5896616000000003,0.15,9,25
rick warren church,clueweb09-en0003-86-09367,36.602486,13.541911,51.08015,17.376251,9.573333,0.4574228,21.504976,13.295431,1.0263084999999998,19.450731,5.9351306,3.459771,14.99238,7.764257400000001,2.0717294,0.152198,0,9
rick warren church,clueweb09-en0005-14-15928,36.759033,13.882801,55.629227,23.386421,13.971813,0.7137914000000001,25.742714000000007,16.268044,1.1265929,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.158778,0,12
rick warren church,clueweb09-en0026-49-04371,17.101795000000006,6.113756,7.78965,23.40297,13.917801,1.166385,23.789478,14.009235,1.1985716,17.379696,5.93325,2.9655178,0.0,0.0,0.0,0.15,1,0
rick warren church,clueweb09-en0065-40-37466,0.0,0.0,0.0,24.493515,14.746099,0.9776446,24.882977,14.774985999999998,0.98816204,14.771292,5.930135,2.4712648,0.0,0.0,0.0,0.165009,1,9
rick warren church,clueweb09-en0032-69-23228,8.497233999999999,2.9885979,1.9255307,24.160639,15.02132,0.77139854,24.614841,15.007288,0.7727002,0.0,0.0,0.0,0.0,0.0,0.0,0.17724,2,0
rick warren church,clueweb09-en0088-64-18949,0.0,0.0,0.0,25.247866,16.055595,1.0247036,25.54172,16.029806,1.0240207,0.0,0.0,0.0,0.0,0.0,0.0,0.166458,55,15
rick warren church,clueweb09-en0003-62-23758,36.264046,12.951773,44.06491,16.434776,9.025296,0.3405246,19.720554,12.970257,0.9241056,17.379696,5.93325,2.9655178,21.010448,7.773095599999999,3.107594,0.156566,0,6
rick warren church,clueweb09-en0005-19-27735,36.77529000000001,13.9216,56.171963,19.315308,11.708564,0.78100693,19.954313,14.106274,1.2277669,17.379696,5.93325,2.9655178,18.409294,7.7699804000000015,2.5896616000000003,0.15,0,18
rick warren church,clueweb09-en0023-89-03708,36.590736,13.51841,50.784782,22.337824,13.794854,1.2755235,22.48056,14.83773,1.5579308,14.771292,5.930135,2.4712648,7.4437384999999985,3.8207324,0.5113996,0.15,52,10
rick warren church,clueweb09-en0018-42-04310,0.0,0.0,0.0,24.0113,14.817101999999998,0.81555194,24.454563,14.791264000000002,0.81501955,0.0,0.0,0.0,0.0,0.0,0.0,0.187185,55,8
rick warren church,clueweb09-en0008-25-06975,0.0,0.0,0.0,20.715385,12.566538,0.8569318000000001,21.117062,12.536875,0.85639626,0.0,0.0,0.0,0.0,0.0,0.0,0.26619699999999996,0,26
rick warren church,clueweb09-en0001-60-07823,36.625084,13.587837,51.670696,20.15573,10.866711,0.6424241,21.566607,13.443737,1.0632967,11.573614,5.924412,1.9770119,10.701162,7.7519503,1.553797,0.15,0,7
rick warren church,clueweb09-en0023-89-08375,0.0,0.0,0.0,23.45816,13.964448999999998,1.0363922,22.951084,13.366239000000002,0.86310375,0.0,0.0,0.0,0.0,0.0,0.0,0.20703000000000002,229,26
rick warren church,clueweb09-enwp02-29-17347,37.47056,17.380255,133.40929,23.622742,14.248145,0.75937533,26.186867000000003,18.60872,1.8661957,17.379696,5.93325,2.9655178,21.010448,7.773095599999999,3.107594,0.1894,0,8
rick warren church,clueweb09-en0128-02-35958,0.0,0.0,0.0,23.40297,13.917801,1.166385,23.767157,13.950466,1.1822264999999998,17.379696,5.93325,2.9655178,0.0,0.0,0.0,0.15,0,0
rick warren church,clueweb09-en0000-15-17507,26.937822,10.173855,34.01634,17.497017,10.187933,0.47864416,19.964756,11.980919,0.7632895000000001,8.631508,2.912601,0.73246497,14.99238,7.764257400000001,2.0717294,0.155211,0,20
rick warren church,clueweb09-en0011-50-07723,37.35363,16.240875,100.33425,18.627277,10.261994,0.532099,21.44077,14.885035,1.4766954,11.573614,5.924412,1.9770119,0.0,0.0,0.0,0.215403,0,6
rick warren church,clueweb09-en0001-08-12662,36.898087,14.24058,60.83911,22.858175,11.980888,0.7404099000000001,24.818888,15.701282,1.4822294,14.771292,5.930135,2.4712648,14.99238,7.764257400000001,2.0717294,0.156375,0,4
rick warren church,clueweb09-en0000-15-17511,36.442047,13.241719,47.38259,18.790808,10.682978,0.5495654000000001,20.558338,12.485859,0.82485455,11.573614,5.924412,1.9770119,14.99238,7.764257400000001,2.0717294,0.15505,0,22
rick warren church,clueweb09-en0020-20-32428,0.0,0.0,0.0,25.335857,16.278381,0.9811371,25.63961,16.273943,0.9846864,21.081196,5.9363527000000005,3.9540238,14.99238,7.764257400000001,2.0717294,0.15,0,1
rick warren church,clueweb09-en0008-25-07061,0.0,0.0,0.0,24.054735,14.382442,0.9401286,24.442137,14.356123,0.93951815,0.0,0.0,0.0,0.0,0.0,0.0,0.150937,0,20
rick warren church,clueweb09-en0001-01-10998,36.941948,14.367507000000002,62.802166,21.33942,10.663426,0.7474503,24.015892,15.646125,2.4221196,19.450731,5.9351306,3.459771,21.010448,7.773095599999999,3.107594,0.15,0,49
